claim_id,subsystem,statement,evidence_class,source_ids,parameter_id,status,created_at,notes
CLM-0433,CASE,"A caixa suporta cerca de 12 kg aplicados na periferia sem deformar, além dos 5.000 g de aceleração.",A,SRC-0404,,provisional,2026-09-21,"Número divulgado pela marca via entrevista japonesa; não encontrado na imprensa ocidental. Útil como alvo de plausibilidade estrutural na Fase 14."
CLM-0434,CASE,"O interior da tampa tem acabamento jateado úmido (wet blast) e o aro externo equivalente ao bezel é uma nervura que ocupa toda a espessura da caixa, garantindo rigidez.",B,SRC-0403,,provisional,2026-09-21,"Define a seção transversal da borda da caixa: material cheio na periferia, aberturas só no centro."
CLM-0435,FST,"A caixa é montada com 13 parafusos spline em titânio grau 5 com arruelas em aço 316L.",A,"SRC-0412,SRC-0408",P_CASE_SCREW_COUNT,provisional,2026-09-21,"As arruelas 316L não aparecem na maioria das coberturas e são detalhe de montagem relevante (interface e altura local). Contagem contestada por SRC-0405, que fala em 12 (Q-CASE-003)."
CLM-0436,CASE,"Massas medidas/publicadas: relógio completo com pulseira 28,5 g; só a cabeça 11,2 g; movimento 2,82 g.",A,"SRC-0403,SRC-0404,SRC-0402",,contested,2026-09-21,"Chronos publica 28,5 g e 11,2 g em duas matérias distintas; SJX fala em cerca de 30 g com pulseira. Alvo de verificação de propriedades de massa do CAD (Fase 10/13). Ver Q-CASE-004."
CLM-0437,BASE,"A platina é jateada úmida e rebarbada à mão; as pontes são jateadas com a face superior polida.",A,"SRC-0412,SRC-0408",,provisional,2026-09-21,"Relevante só para a Fase 16, mas registra que não há decoração relojoeira tradicional (Forster observa a ausência total de acabamento clássico)."
CLM-0438,OSC,"Componentes especiais publicados: 23 rubis, proteção de choque Kif, balanço de três braços em titânio grau 5 com seis massas de inércia e espiral AK 3.",A,"SRC-0420,SRC-0412,SRC-0404",P_JWL_COUNT,provisional,2026-09-21,"Confirma por via secundária várias âncoras do CLAUDE.md §2. A localização física dos 23 rubis continua desconhecida (Q-JWL-001)."
CLM-0439,SEL,"As duas coroas ficam alojadas em vazios recortados no próprio movimento (duas grandes aberturas no lado esquerdo: em cima o seletor de função, embaixo a corda/acerto).",B,"SRC-0403,SRC-0400",,provisional,2026-09-21,"Os recortes são parte da planta da platina e devem aparecer no CAD como aberturas funcionais, não decorativas."
CLM-0200,ESC,"A patente europeia EP3754433B1 (""Ensemble pour échappement à ancre de mouvement horloger""), de titularidade da Manufacture d'Horlogerie Audemars Piguet SA e inventoria de Giulio Papi, foi concedida com menção em 27/05/2026 (Bulletin 2026/22), a partir do pedido EP20180912.6 depositado em 18/06/2020 com prioridade suíça CH 832/2019 de 19/06/2019.",A,SRC-0202,,confirmed,2026-09-21,"Confere a âncora do CLAUDE.md §2 quanto a inventor, titular e ano de prioridade. O §2 falava em EP3754433A1: o documento vivo hoje é o B1."
CLM-0201,ESC,"A família da prioridade CH 832/2019 tem pelo menos seis membros publicados: CH716337A1 (30/12/2020), EP3754433A1 (23/12/2020) e EP3754433B1 (27/05/2026), US11550262B2 (10/01/2023), HK40033669A (16/04/2021), JP7537920B2 (21/08/2024) e CN112114508B (25/07/2023).",A,SRC-0200;SRC-0201;SRC-0202;SRC-0203;SRC-0204;SRC-0205,,provisional,2026-09-21,CH/EP/US/HK verificados em documento baixado. JP e CN vêm só da listagem de família do Google Patents e não foram conferidos no J-PlatPat nem no CNIPA (Q-ESC-005).
CLM-0202,ESC,"Na invenção, a âncora não tem dardo e a função de segurança contra o renversement passa a ser exercida pelas paredes externas das duas cornas da forquilha contra a parede cilíndrica anti-renversement do plateau, que tem um único entalhe junto à cheville.",A,SRC-0203;SRC-0202,,confirmed,2026-09-21,Reivindicação 1 do EP3754433B1 e do US11550262B2. Vale para a INVENÇÃO; a identificação com o escape do RMUP-01 é CLM-0214.
CLM-0203,ESC,"A invenção usa um plateau único, situado ao menos parcialmente no mesmo nível da cheville na direção da espessura, no lugar do plateau duplo (grande + pequeno, unidos por bucha) do escape suíço convencional.",A,SRC-0203,,confirmed,2026-09-21,Reivindicação 1 + descrição comparativa das figs. 1a/2a (suíço) contra 1b/2b (invenção).
CLM-0204,ESC,Característica caracterizante: cada corna só pode penetrar no entalhe do plateau quando a cheville estiver ao menos parcialmente dentro da entrada da forquilha.,A,SRC-0203;SRC-0202,,confirmed,2026-09-21,"É a diferença em relação ao CH44855 (1909), que travava em situação de rebat."
CLM-0205,ESC,"Condição geométrica reivindicada (reiv. 2): em situação de rebat, a distância entre o ponto de contato da cheville na parede externa da corna e a extremidade dessa parede mais próxima da parede interna é maior que a distância entre a cheville e a junção parede-entalhe mais próxima daquela corna.",A,SRC-0202;SRC-0203,,confirmed,2026-09-21,"Restrição puramente relativa: útil como teste geométrico no solver do escape, sem fixar nenhuma dimensão."
CLM-0206,ESC,"A parede externa de cada corna tem, a partir da extremidade vizinha da parede interna, uma primeira porção sensivelmente tangente à parede anti-renversement e depois uma segunda porção a um ângulo em relação à baguette da âncora: 0 a 45° na reivindicação concedida, descrito como ""da ordem de 0 a 60°, de preferência menos de 45°, por exemplo 30°"".",A,SRC-0202;SRC-0203,,confirmed,2026-09-21,"Único número angular que a patente autoriza usar — e é da invenção genérica, não medido de figura nem atribuível ao RMUP-01."
CLM-0207,ESC,"A cheville pode ser solidária ao plateau por um suporte feito de uma só peça com o plateau (saliência radial) ou por um suporte que é o próprio balanço, isto é, pode ser carregada diretamente pelo balanço.",A,SRC-0202;SRC-0203,,confirmed,2026-09-21,Reiv. 4 e 5 do EP3754433B1. A segunda variante elimina mais um nível na pilha vertical — hipótese H-ESC-002 para o RMUP-01.
CLM-0208,ESC,Modo preferido reivindicado (reiv. 7): a distância entre os eixos de rotação da âncora e do plateau é ao menos o dobro da distância entre os eixos da âncora e da roda de escape.,A,SRC-0202;SRC-0203,,confirmed,2026-09-21,Relação adimensional entre centros; é a única informação de arquitetura quantificada da patente. Não vale automaticamente para o RMUP-01 (reivindicação dependente = modo preferido).
CLM-0209,ESC,"Modo preferido reivindicado (reiv. 8): os eixos de rotação da roda de escape, da âncora e do plateau são coplanares; a descrição afirma expressamente que podem ser coplanares ou não sem sair da invenção.",A,SRC-0202;SRC-0203,,confirmed,2026-09-21,"Coplanar aqui quer dizer os três centros alinhados no mesmo plano (disposição em linha), não o mesmo nível em Z."
CLM-0210,ESC,"A invenção mantém as goupilles de limitação (banking pins) de um lado e de outro da âncora para definir o ângulo de debate máximo; o que foi suprimido é o dardo e o plateau pequeno, não o banking.",A,SRC-0202;SRC-0203,,confirmed,2026-09-21,"Importa porque a comunicação da Richard Mille diz que a função de banking foi ""levada para a forquilha"": ver Q-ESC-002, possível divergência de vocabulário entre marketing e patente."
CLM-0211,ESC,"Consequência declarada da supressão do dardo: como as cornas são mais largas que um dardo, o entalhe e o próprio plateau precisam ser maiores e, mantida a mesma roda de escape e o mesmo ângulo de debate, a baguette da âncora precisa ser alongada.",A,SRC-0203,,confirmed,2026-09-21,"Troca de altura por comprimento no plano — exatamente a moeda que um calibre de 1,18 mm espalhado em 41,45 x 28,85 mm pode pagar."
CLM-0212,ESC,"Razão declarada da redução de espessura: desengate/impulso (parede interna da corna) e segurança anti-renversement (parede externa da mesma corna) passam a acontecer no mesmo nível vertical, enquanto no escape suíço o dardo trabalha em nível diferente do das cornas.",A,SRC-0203,,confirmed,2026-09-21,É o mecanismo físico por trás do ganho de altura; base da explicação do futuro site.
CLM-0213,ESC,"Vantagem funcional declarada: no rebat, o alongamento do balanço pode passar de 360°+beta (beta da ordem de alguns graus), contra 330 a 340° do escape suíço convencional, o que a patente apresenta como favorável ao isocronismo.",A,SRC-0203,,confirmed,2026-09-21,"Números do texto, não medidos de figura. Dizem respeito à invenção."
CLM-0214,ESC,"O escape do calibre RMUP-01 é, muito provavelmente, uma execução da família CH832/2019: a descrição pública da Richard Mille (supressão do dard e do plateau de segurança, função de segurança levada à forquilha, desenvolvimento com a Audemars Piguet Le Locle) coincide ponto a ponto com o ensinamento da patente, cujo inventor é o diretor técnico da APRP/AP Le Locle.",D,SRC-0202;SRC-0203,,provisional,2026-09-21,"Nenhum documento de patente cita Richard Mille ou o RMUP-01. Inferência por coincidência de conteúdo, autoria e datas. Teste discriminante: fotografia macro do escape mostrando plateau único com entalhe e cornas largas (TASK-P1-004)."
CLM-0215,ESC,"Se o RMUP-01 usa a variante da reivindicação 5 (cheville carregada diretamente pelo balanço), o conjunto oscilador perde o nível do plateau independente, o que ajudaria a fechar o orçamento vertical de 1,18 mm.",E,SRC-0202,,provisional,2026-09-21,Hipótese H-ESC-002; discriminável por macrofotografia do balanço (existe ou não um plateau separado abaixo dos braços?).
CLM-0216,ESC,"Se o RMUP-01 segue os modos preferidos das reivindicações 7 e 8, a distância âncora-plateau é pelo menos o dobro da distância âncora-roda de escape e os três centros ficam alinhados num mesmo plano.",E,SRC-0202,,provisional,2026-09-21,"Hipótese H-ESC-001; discriminável por metrologia de imagem dos três centros (Fase 9). Se a medição contradisser, o RMUP-01 usa a invenção sem os modos preferidos — o que é permitido pela própria patente."
CLM-0217,SEL,"A patente EP4295198B1 (""Organe de commande de plusieurs fonctions d'un mouvement horloger""), de Giulio Papi e José-Manuel Fernandez para a Audemars Piguet, prioridade CH 150/2021 de 16/02/2021 e concessão em 18/02/2026, protege um órgão único de comando em que a rotação aciona uma primeira função — podendo ser uma função de seleção com duas ou três posições angulares estáveis — e a pressão axial aciona uma segunda função, com dispositivo de segurança por encoche e goupille.",A,SRC-0208,,confirmed,2026-09-21,"O exemplo desenvolvido no texto é de cronógrafo (start/stop por rotação, remise à zéro por pressão)."
CLM-0218,SEL,"Não há, nas fontes consultadas, nenhuma ligação documentada entre a EP4295198B1 e o seletor de função W/H do RM UP-01; a semelhança é conceitual (um único órgão frontal com posições angulares estáveis de seleção) e a coincidência é de equipe e de período.",E,SRC-0208,,provisional,2026-09-21,Hipótese H-SEL-001; ver Q-SEL-002 e Q-SEL-003.
CLM-0219,CASE,"O registro de desenho US D991,795 S, requerido pela Turlen Holding SA (veículo de propriedade intelectual da Richard Mille) com Richard Mille como autor, depositado em 28/10/2021 pelo registro internacional de Haia DM/218823 e concedido em 11/07/2023, tem por objeto o relógio ultraplano RM UP-01.",B,SRC-0210,,provisional,2026-09-21,"A identificação vem da leitura das pranchas (caixa oblonga achatada sem coroa lateral, dois discos moleteados, indicação central e abertura do balanço) e do fato de o examinador ter citado o artigo do Hodinkee sobre o RM UP-01 como publicação relacionada. Vira A se o registro DM/218823 for lido na base Hague Express da OMPI (Q-CASE-001)."
CLM-0220,CASE,"O US D991,795 S traz dez pranchas com seis vistas ortogonais nomeadas — 1.1 frente, 1.2 verso, 1.3 direita, 1.4 esquerda, 1.5 inferior, 1.6 superior — e quatro perspectivas (1.7 a 1.10).",A,SRC-0210,,confirmed,2026-09-21,"Descrição literal do documento. É o conjunto ortográfico público mais completo encontrado até aqui; serve para proporção relativa, nunca para dimensão absoluta (desenho de registro também não é desenho em escala)."
CLM-0221,CASE,"Nas vistas laterais e inferior do US D991,795 S a caixa aparece como lâmina de espessura praticamente constante, com ressaltos discretos apenas nas regiões dos dois comandos circulares.",B,SRC-0210,,provisional,2026-09-21,"Observação qualitativa de desenho esquemático; coerente com os 1,75 mm publicados, mas não é medição e não pode virar cota."
CLM-0222,CASE,"Nas buscas por titular feitas neste pacote, a Richard Mille / Turlen Holding SA aparece exclusivamente com registros de desenho industrial (US D, CA, TW, CN, ZA); nenhuma patente de utilidade sobre caixa, movimento, barrilete ou escape foi encontrada em seu nome.",E,SRC-0207,,provisional,2026-09-21,"Resultado de busca, não fato do mundo: as bases consultadas foram uma só (Google Patents) e o acesso foi interrompido por bloqueio. Q-CASE-003."
CLM-0700,BASE,"Os 12 arquivos 'Richard_Mille_RM_UP_01_Ferrari_1000_*.jpg' do acervo de Pedro nao sao fotografias do relogio: sao previews de renderizacao de um modelo 3D comercial de terceiro, com a marca d'agua 'Hum3D TOOLS #1319' queimada na imagem; dois deles (0003, 0004) exibem a propria malha poligonal em wireframe.",B,SRC-0713,,confirmed,2026-09-21,Achado que muda o corpus: 12 dos 19 arquivos de entrada (63%) nao sao evidencia. Removidos de qualquer uso metrologico. IMG-0014 a IMG-0025. Diretamente ligado a CLAUDE.md 13 ('CAD bonito e falso').
CLM-0701,BASE,As 7 imagens restantes do acervo de Pedro sao derivadas web (1000 ou 2000 px de largura) de ativos publicados em media.richardmille.com; os originais disponiveis publicamente chegam a 2800x1825 px.,B,SRC-0700;SRC-0701;SRC-0702;SRC-0703;SRC-0704;SRC-0705;SRC-0706,,confirmed,2026-09-21,"Procedencia de DEC-002 resolvida para essas 7. Razoes de escala de 1,25x a 2,8x; os originais foram baixados para research/images/rm-oficial/."
CLM-0702,BASE,"Os dois videos do acervo (RMUP-01_SF_EN.mp4 e caliber.mp4) sao exatamente os arquivos servidos pela pagina oficial do produto, no dominio media.richardmille.com.",B,SRC-0009;SRC-0010,,confirmed,2026-09-21,"Nome, caminho e disponibilidade conferidos na propria pagina (HTTP 200). sha256 locais calculados neste pacote e gravados no manifesto. DEC-002 resolvido para os videos."
CLM-0703,CASE,"O visualizador 360 oficial do RM UP-01 e um sprite horizontal de 81 quadros de 800x800 px (64800x800 no total), cobrindo uma volta completa em torno do eixo vertical em passos de 360/81 = 4,44 graus, com os marcadores Top view (quadro 00), Right view (~20), Back view (40) e Left view (~60); existe em duas iluminacoes (d01 clara e n01 escura).",B,SRC-0711;SRC-0712;SRC-0001,,confirmed,2026-09-21,Numero de quadros determinado por analise de periodicidade (FFT do perfil de desvio-padrao por coluna): pico limpo em 81 quadros / 800 px. Fecha o SRC-0012 que o TASK-P1-001 deixou em aberto.
CLM-0704,BASE,"A platina do RMUP-01 aparece NUA, sem pontes, no filme oficial de savoir-faire entre 22 e 26 s, em vista quase perpendicular e presa a um suporte de montagem.",B,SRC-0009,,confirmed,2026-09-21,IMG-0026 / IMG-VID0001-K025_42. E a unica imagem publica localizada em que os furos de pivo do lado do trem nao estao cobertos por pontes. Peca-chave da Fase 5.
CLM-0705,WND,"No prolongamento esquerdo da platina estao montadas duas rodas dentadas do caminho de corda, uma maior (roda de coroa) e uma menor engrenada nela, ambas visiveis sobre a platina nua.",B,SRC-0009,,provisional,2026-09-21,"Observado em IMG-0026. A identificacao 'roda de coroa' e 'roda de cliquet' e leitura funcional, nao declaracao do fabricante: manter como provisional ate a Fase 8 (ver Q-IMG-007)."
CLM-0706,BRG,Existe uma ponte esqueletada de tres bracos que carrega tres mancais rubinados e se fixa por dois parafusos mais um furo liso de pino de centragem.,B,SRC-0702;SRC-0009,,confirmed,2026-09-21,"Observada isolada em IMG-0003 (foto oficial) e de novo, em outro angulo, em IMG-0028 (t=39,46 s do filme). Duas vistas independentes da mesma peca rigida."
CLM-0707,IND,"Os ponteiros do RM UP-01 sao laminas planas, sem canhao, montadas diretamente sobre as rodas; o filme oficial mostra um ponteiro de perfil sobre a pinca e a sequencia de montagem sobre as rodas entre 71 e 88 s.",B,SRC-0009,,confirmed,2026-09-21,"Confirmacao VISUAL de CLM-0037, que ate aqui vinha so do texto do comunicado. IMG-0030 e IMG-0031."
CLM-0708,CASE,"O fundo do relogio traz a gravacao 'LIMITED EDITION / RMUP-01 Ti 132/150', alem de 'RICHARD MILLE', 'SWISS MADE' e 'WATER RESISTANT'.",B,SRC-0709,,confirmed,2026-09-21,IMG-0010. Confirma por imagem a edicao de 150 pecas (CLM-0006) e registra que o exemplar fotografado para o material oficial e o numero 132.
CLM-0709,SEL,Os dois comandos frontais tem o MESMO desenho: roda estriada de mesmo diametro aparente com encaixe spline central identico; a diferenca esta apenas na gravacao da luneta ('W>/H> SELECTOR' e '<HOURS / WINDING>').,B,SRC-0705;SRC-0009,,provisional,2026-09-21,"IMG-0006 e IMG-0032. Se confirmado dimensionalmente, simplifica a BOM (uma familia de peca, duas instancias) e restringe a geometria do acoplamento em Q-WND-001. Provisional ate medida (a vista e obliqua)."
CLM-0710,BASE,"Ha um conjunto substancial de imagens do RM UP-01 publicadas pela Richard Mille que sao renderizacoes, nao fotografias: os nomes dos proprios arquivos denunciam o pipeline ('3DUP3PH...', 'CSmoothing1', data de render 2021-12-14 anterior ao lancamento de 07/2022), e o filme institucional alterna livremente entre render CG e filmagem real.",B,SRC-0706;SRC-0708;SRC-0709;SRC-0710;SRC-0009,,confirmed,2026-09-21,Consequencia metodologica direta: uma imagem oficial NAO e automaticamente evidencia classe B do objeto fisico. O catalogo passa a marcar 'natureza' (fotografia_oficial / render_CG_oficial / render_CG_terceiro / quadro_de_video) em toda imagem. Ver Q-IMG-002.
